No.,입고일,거래처,거래처명,품목군,품목코드,품목정보,구분,입고구분,매입구분,화폐,입고량,단가,금액,환율,환산금액,정산구분,정산수량,입고창고,입고전표번호,접수번호,DO번호,비고,사업장,최종수정자,최종수정일시,등록프로그램
221.0,20240109.0,,Sub Total,,,,,,,,583840,0.0,118661072,0.0,118661072,미정산,0.0,,,,,,,,,
222.0,20240110.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,100800,15.0,1512000,1.0,1512000,정산완료,100800.0,경유창고,O1202401100001,PA202401100008,DO202401100017,코지텍 직납,㈜삼광,품질공용,20240110105703.0,수입검사등록확인
223.0,20240110.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,80640,15.0,1209600,1.0,1209600,정산완료,80640.0,경유창고,O1202401100002,PA202401100008,DO202401100016,삼광윈테크 직납,㈜삼광,품질공용,20240110105704.0,수입검사등록확인
224.0,20240110.0,3033.0,(주)삼원테크,Mars,PNO-A438-00-Z,MARS KNOB 가공 ◈ (GATE CUTTING) ◈ (Black),정상,외주가공,국내,KRW,8000,56.0,448000,1.0,448000,정산완료,8000.0,경유창고,O1202401100006,PA202401100009,DO202401100022,,㈜삼광,품질공용,20240110105704.0,수입검사등록확인
225.0,20240110.0,3033.0,(주)삼원테크,Tab S6 Lite,PCB-B463-00-Z,TAB S6 LITE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,32.0,320000,1.0,320000,정산완료,10000.0,경유창고,O1202401100003,PA202401100009,DO202401100018,,㈜삼광,품질공용,20240110105704.0,수입검사등록확인
226.0,20240110.0,3033.0,(주)삼원테크,Tab S6 Lite,PNO-A423-00-Z,TAB S6 LITE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,71.0,710000,1.0,710000,정산완료,10000.0,경유창고,O1202401100005,PA202401100009,DO202401100019,,㈜삼광,품질공용,20240110105704.0,수입검사등록확인
227.0,20240110.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-02-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,37.0,370000,1.0,370000,정산완료,10000.0,경유창고,O1202401100004,PA202401100008,DO202401100020,경진기업 직납,㈜삼광,품질공용,20240110105704.0,수입검사등록확인
228.0,20240110.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-02-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,65.0,650000,1.0,650000,정산완료,10000.0,경유창고,O1202401100007,PA202401100008,DO202401100021,경진기업 직납,㈜삼광,품질공용,20240110105704.0,수입검사등록확인
229.0,20240110.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Dark Gray),정상,외주가공,국내,KRW,40000,397.0,15880000,1.0,15880000,정산완료,40000.0,제품창고,O1202401100015,PA202401100011,DO202401100023,@선별,㈜삼광,품질공용,20240110162850.0,수입검사등록확인
230.0,20240110.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00-N2,E3 DECO CNC #2 ◈ (전면 형상가공 ) ◈ (Dark Gray),정상,외주가공,국내,KRW,83448,174.0,14519952,1.0,14519952,정산완료,83448.0,경유창고,O1202401100012,PA202401100014,DO202401100027,신진 2차<윤성>,㈜삼광,품질공용,20240110133506.0,수입검사등록확인
231.0,20240110.0,3088.0,(주)삼광윈테크,E3,MCP-A322-01,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Light Gray),정상,외주가공,국내,KRW,40000,397.0,15880000,1.0,15880000,정산완료,40000.0,제품창고,O1202401100016,PA202401100011,DO202401100024,@선별,㈜삼광,품질공용,20240110162850.0,수입검사등록확인
232.0,20240110.0,3088.0,(주)삼광윈테크,SM-F721U,GH64-08900A-N,SM-F721U FRONT DECO SUB NC  ◈ (전면DAMPER 가공 2POINT) ◈ (BLACK),정상,외주가공,국내,KRW,5174,800.0,4139200,1.0,4139200,정산완료,5174.0,경유창고,O1202401100014,PA202401100015,DO202401100025,,㈜삼광,품질공용,20240110162848.0,수입검사등록확인
233.0,20240110.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-02-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (GRAY)",정상,외주가공,국내,KRW,10211,355.0,3624905,1.0,3624905,정산완료,10211.0,경유창고,O1202401100013,PA202401100014,DO202401100026,01/09 경진,㈜삼광,품질공용,20240110133507.0,수입검사등록확인
234.0,20240110.0,3226.0,준테크(전 유신테크),SM-F721U,GH64-08899A,SM-F721U FRONT DECO MAIN NC ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,5040,930.0,4687200,1.0,4687200,정산완료,5040.0,경유창고,O1202401100028,PA202401100018,DO202401100029,,㈜삼광,품질공용,20240110163318.0,수입검사등록확인
235.0,20240110.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,1800,85.0,153000,1.0,153000,정산완료,1800.0,제품창고,O1202401100019,PA202401100013,DO202401100013,,㈜삼광,품질공용,20240110162937.0,수입검사등록확인
236.0,20240110.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,2500,85.0,212500,1.0,212500,정산완료,2500.0,제품창고,O1202401100024,PA202401100013,DO202401100015,,㈜삼광,품질공용,20240110162938.0,수입검사등록확인
237.0,20240110.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,675,85.0,57375,1.0,57375,정산완료,675.0,제품창고,O1202401100021,PA202401100013,DO202401100014,,㈜삼광,품질공용,20240110162937.0,수입검사등록확인
238.0,20240110.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,2500,85.0,212500,1.0,212500,정산완료,2500.0,제품창고,O1202401100020,PA202401100013,DO202401100012,,㈜삼광,품질공용,20240110162937.0,수입검사등록확인
239.0,20240110.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,2500,85.0,212500,1.0,212500,정산완료,2500.0,제품창고,O1202401100023,PA202401100013,DO202401100013,,㈜삼광,품질공용,20240110162938.0,수입검사등록확인
240.0,20240110.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,25,85.0,2125,1.0,2125,정산완료,25.0,제품창고,O1202401100022,PA202401100013,DO202401100015,,㈜삼광,품질공용,20240110162938.0,수입검사등록확인
241.0,20240110.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCM-B462-00,TAB S6 LITE FRONT BODY 레이저 ◈ (삼성로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,6000,614.0,3684000,1.0,3684000,정산완료,6000.0,제품창고,O1202401100025,PA202401100013,DO202401100008,,㈜삼광,품질공용,20240110162938.0,수입검사등록확인
242.0,20240110.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCM-B462-00,TAB S6 LITE FRONT BODY 레이저 ◈ (삼성로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,8400,614.0,5157600,1.0,5157600,정산완료,8400.0,제품창고,O1202401100026,PA202401100013,DO202401100008,,㈜삼광,품질공용,20240110162938.0,수입검사등록확인
243.0,20240110.0,3247.0,태산테크 주식회사,Tab S6 Lite,PNO-A423-00,TAB S6 LITE KNOB 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,10000,120.0,1200000,1.0,1200000,정산완료,10000.0,제품창고,O1202401100027,PA202401100013,DO202401100003,,㈜삼광,품질공용,20240110162938.0,수입검사등록확인
244.0,20240110.0,5367.0,모비텍,SM-F936U,GH61-17419A,SM-F936U CTC BRACKET URETHANE SHORT ◈ (GREEN) ◈ (GREEN),정상,외주가공,국내,KRW,20000,25.0,500000,1.0,500000,정산완료,20000.0,제품창고,O1202401100008,PA202401100007,DO202401100009,,㈜삼광,품질공용,20240110105709.0,수입검사등록확인
245.0,20240110.0,5367.0,모비텍,Tab S6 Lite,PCM-B462-00-S,TAB S6 LITE FRONT BODY 사출 ◈ (WP-1100/G34349 (PC ABS GF10%)) ◈ (GRAY),정상,외주가공,국내,KRW,10000,179.0,1790000,1.0,1790000,정산완료,10000.0,경유창고,O1202401100010,PA202401100006,DO202401100011,,㈜삼광,품질공용,20240110105709.0,수입검사등록확인
246.0,20240110.0,5367.0,모비텍,Tab S6 Lite,PCM-B462-00-S,TAB S6 LITE FRONT BODY 사출 ◈ (WP-1100/G34349 (PC ABS GF10%)) ◈ (GRAY),정상,외주가공,국내,KRW,10000,179.0,1790000,1.0,1790000,정산완료,10000.0,경유창고,O1202401100009,PA202401100006,DO202401100010,,㈜삼광,품질공용,20240110105709.0,수입검사등록확인
247.0,20240110.0,7362.0,주식회사 삼원테크(구미),SM-F936U,GH64-08861A-D,SM-F936U FRONT DECO MAIN 도장 ◈ (중부 듀얼 3COT) ◈ (BLACK),정상,외주가공,국내,KRW,2676,775.0,2073900,1.0,2073900,정산완료,2676.0,경유창고,O1202401100011,PA202401100010,DO202401100002,,㈜삼광,품질공용,20240110105713.0,수입검사등록확인
248.0,20240110.0,7531.0,진성텍,SM-F721U,GH64-08900A,SM-F721U FRONT DECO SUB NC  ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,4945,930.0,4598850,1.0,4598850,정산완료,4945.0,경유창고,O1202401100017,PA202401100017,DO202401100030,,㈜삼광,품질공용,20240110162922.0,수입검사등록확인
249.0,20240110.0,7608.0,코지텍아이엔씨 주식회사,E3,MCP-A322-01,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Light Gray),정상,외주가공,국내,KRW,100000,397.0,39700000,1.0,39700000,정산완료,100000.0,제품창고,O1202401100018,PA202401100016,DO202401090029,,㈜삼광,품질공용,20240110162930.0,수입검사등록확인
250.0,20240110.0,,Sub Total,,,,,,,,595334,0.0,125295207,0.0,125295207,미정산,0.0,,,,,,,,,
251.0,20240111.0,1027.0,태령기업,Tab S7,PCB-B475-00,TAB S7 REAR BODY 도장 ◈ (SF 4COAT) ◈ (BLACK),정상,외주가공,국내,KRW,10000,89.0,890000,1.0,890000,정산완료,10000.0,제품창고,O1202401110002,PA202401110004,DO202401100038,,㈜삼광,김태완,20240111110205.0,수입검사등록확인
252.0,20240111.0,1027.0,태령기업,Tab S7,PCM-B474-00,TAB S7 FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,10200,733.0,7476600,1.0,7476600,정산완료,10200.0,제품창고,O1202401110008,PA202401110004,DO202401100035,,㈜삼광,품질공용,20240111135708.0,수입검사등록확인
253.0,20240111.0,1027.0,태령기업,Tab S7,PNO-A425-00,TAB S7 KNOB 도장 ◈ (SF 4COAT) ◈ (Black),정상,외주가공,국내,KRW,10000,104.0,1040000,1.0,1040000,정산완료,10000.0,제품창고,O1202401110011,PA202401110004,DO202401100041,,㈜삼광,품질공용,20240111135708.0,수입검사등록확인
254.0,20240111.0,1027.0,태령기업,TAB S9 FE,PCB-B683-02,TAB S9 FE REAR BODY 도장 ◈ (UT 3COAT) ◈ (GRAY),정상,외주가공,국내,KRW,10000,112.0,1120000,1.0,1120000,정산완료,10000.0,제품창고,O1202401110004,PA202401110004,DO202401100039,,㈜삼광,김태완,20240111112947.0,수입검사등록확인
255.0,20240111.0,1027.0,태령기업,TAB S9 FE,PCB-B683-03,TAB S9 FE REAR BODY 도장 ◈ (UT 3COAT) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,5000,112.0,560000,1.0,560000,정산완료,5000.0,제품창고,O1202401110007,PA202401110004,DO202401100040,,㈜삼광,품질공용,20240111135708.0,수입검사등록확인
256.0,20240111.0,1027.0,태령기업,TAB S9 FE,PCM-B682-02,TAB S9 FE FRONT BODY 레이저 ◈ (삼성 로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,10200,775.0,7905000,1.0,7905000,정산완료,10200.0,제품창고,O1202401110009,PA202401110004,DO202401100036,,㈜삼광,품질공용,20240111135708.0,수입검사등록확인
257.0,20240111.0,1027.0,태령기업,TAB S9 FE,PCM-B682-03,TAB S9 FE FRONT BODY 인쇄 ◈ (하도 인쇄) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,5400,835.0,4509000,1.0,4509000,정산완료,5400.0,제품창고,O1202401110010,PA202401110004,DO202401100037,,㈜삼광,품질공용,20240111135708.0,수입검사등록확인
258.0,20240111.0,1027.0,태령기업,TAB S9 FE ,PNO-A509-02,TAB S9 FE KNOB 도장 ◈ (UT 3COAT) ◈ (GRAY),정상,외주가공,국내,KRW,10000,130.0,1300000,1.0,1300000,정산완료,10000.0,제품창고,O1202401110003,PA202401110004,DO202401100042,,㈜삼광,관리자,20240111110205.0,수입검사등록확인
259.0,20240111.0,1027.0,태령기업,TAB S9 FE ,PNO-A509-03,TAB S9 FE KNOB 도장 ◈ (UT 3COAT) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,5000,130.0,650000,1.0,650000,정산완료,5000.0,제품창고,O1202401110012,PA202401110004,DO202401100043,,㈜삼광,품질공용,20240111135708.0,수입검사등록확인
260.0,20240111.0,3014.0,(주)에스엘통신,SM-F721U,GH98-47751A,SM-F721U ASSY-FRONT DECO MAIN ◈ (BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,7840,335.0,2626400,1.0,2626400,정산완료,7840.0,제품창고,O1202401110006,PA202401110005,DO202401110001,,㈜삼광,품질공용,20240111135647.0,수입검사등록확인
261.0,20240111.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,80864,15.0,1212960,1.0,1212960,정산완료,80864.0,경유창고,O1202401110023,PA202401110020,DO202401110014,삼광 윈테크 직납,㈜삼광,품질공용,20240111160319.0,수입검사등록확인
262.0,20240111.0,3033.0,(주)삼원테크,Tab S6 Lite,PCB-B463-00-Z,TAB S6 LITE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,32.0,320000,1.0,320000,정산완료,10000.0,경유창고,O1202401110024,PA202401110023,DO202401110015,,㈜삼광,품질공용,20240111160319.0,수입검사등록확인
263.0,20240111.0,3033.0,(주)삼원테크,Tab S6 Lite,PNO-A423-00-Z,TAB S6 LITE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,71.0,710000,1.0,710000,정산완료,10000.0,경유창고,O1202401110026,PA202401110023,DO202401110016,,㈜삼광,품질공용,20240111160319.0,수입검사등록확인
264.0,20240111.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-02-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,37.0,370000,1.0,370000,정산완료,10000.0,경유창고,O1202401110025,PA202401110021,DO202401110017,,㈜삼광,품질공용,20240111160319.0,수입검사등록확인
265.0,20240111.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-02-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,65.0,650000,1.0,650000,정산완료,10000.0,경유창고,O1202401110027,PA202401110022,DO202401110018,,㈜삼광,품질공용,20240111160319.0,수입검사등록확인
266.0,20240111.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Dark Gray),정상,외주가공,국내,KRW,60000,397.0,23820000,1.0,23820000,정산완료,60000.0,제품창고,O1202401110005,PA202401110001,DO202401100034,,㈜삼광,품질공용,20240111135645.0,수입검사등록확인
267.0,20240111.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00-N2,E3 DECO CNC #2 ◈ (전면 형상가공 ) ◈ (Dark Gray),정상,외주가공,국내,KRW,80441,174.0,13996734,1.0,13996734,정산완료,80441.0,경유창고,O1202401110020,PA202401110015,DO202401110010,"신진 2차<윤,알>",㈜삼광,품질공용,20240111143539.0,수입검사등록확인
268.0,20240111.0,3088.0,(주)삼광윈테크,Mars,PCM-B525-00-N,"MARS FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (Black)",정상,외주가공,국내,KRW,8104,303.0,2455512,1.0,2455512,정산완료,8104.0,경유창고,O1202401110031,PA202401110014,DO202401110009,01/10 태산,㈜삼광,품질공용,20240111161900.0,수입검사등록확인
269.0,20240111.0,3088.0,(주)삼광윈테크,Mars,PCM-B525-00-N,"MARS FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (Black)",정상,외주가공,국내,KRW,5041,303.0,1527423,1.0,1527423,정산완료,5041.0,경유창고,O1202401110022,PA202401110014,DO202401110009,01/10 태산,㈜삼광,품질공용,20240111143540.0,수입검사등록확인
270.0,20240111.0,3088.0,(주)삼광윈테크,SM-F721U,GH64-08900A-N,SM-F721U FRONT DECO SUB NC  ◈ (전면DAMPER 가공 2POINT) ◈ (BLACK),정상,외주가공,국내,KRW,3104,800.0,2483200,1.0,2483200,정산완료,3104.0,경유창고,O1202401110029,PA202401110017,DO202401110012,,㈜삼광,품질공용,20240111161900.0,수입검사등록확인
271.0,20240111.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A-N,SM-F936U FRONT DECO MAIN NC ◈ (전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,708,975.0,690300,1.0,690300,정산완료,708.0,경유창고,O1202401110028,PA202401110016,DO202401110011,,㈜삼광,품질공용,20240111161900.0,수입검사등록확인
272.0,20240111.0,3088.0,(주)삼광윈테크,Tab S6 Lite,PCM-B462-00-N,"TAB S6 LITE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (GRAY)",정상,외주가공,국내,KRW,20664,314.0,6488496,1.0,6488496,정산완료,20664.0,경유창고,O1202401110030,PA202401110013,DO202401110008,01/10 태산,㈜삼광,품질공용,20240111161900.0,수입검사등록확인
273.0,20240111.0,3088.0,(주)삼광윈테크,Tab S6 Lite,PCM-B462-01-N,"TAB S6 LITE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (Blue)",정상,외주가공,국내,KRW,257,314.0,80698,1.0,80698,정산완료,257.0,경유창고,O1202401110021,PA202401110012,DO202401110007,01/10 경진,㈜삼광,품질공용,20240111143539.0,수입검사등록확인
274.0,20240111.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-02-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (GRAY)",정상,외주가공,국내,KRW,10062,355.0,3572010,1.0,3572010,정산완료,10062.0,경유창고,O1202401110032,PA202401110010,DO202401110005,01/10 경진,㈜삼광,품질공용,20240111161900.0,수입검사등록확인
275.0,20240111.0,3088.0,(주)삼광윈테크,TAB S9 FE,PCM-B682-03-N,"TAB S9 FE FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (LIGHT GREEN)",정상,외주가공,국내,KRW,12153,355.0,4314315,1.0,4314315,정산완료,12153.0,경유창고,O1202401110033,PA202401110011,DO202401110006,01/10 경진,㈜삼광,품질공용,20240111161900.0,수입검사등록확인
276.0,20240111.0,3226.0,준테크(전 유신테크),SM-F721U,GH64-08899A,SM-F721U FRONT DECO MAIN NC ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,4146,930.0,3855780,1.0,3855780,정산완료,4146.0,경유창고,O1202401110035,PA202401110026,DO202401110020,,㈜삼광,품질공용,20240111161921.0,수입검사등록확인
277.0,20240111.0,3226.0,준테크(전 유신테크),SM-F731U,GH64-09152A-N,SM-F731U FRONT DECO SUB NC ◈ (GATE 가공 6POINT ) ◈ (BLACK),정상,외주가공,국내,KRW,5040,725.0,3654000,1.0,3654000,정산완료,5040.0,경유창고,O1202401110001,PA202401100018,DO202401100031,,㈜삼광,관리자,20240111110158.0,수입검사등록확인
278.0,20240111.0,3226.0,준테크(전 유신테크),SM-F731U,GH64-09152A-N,SM-F731U FRONT DECO SUB NC ◈ (GATE 가공 6POINT ) ◈ (BLACK),정상,외주가공,국내,KRW,4716,725.0,3419100,1.0,3419100,정산완료,4716.0,경유창고,O1202401110039,PA202401110027,DO202401110021,,㈜삼광,품질공용,20240111165931.0,수입검사등록확인
279.0,20240111.0,7273.0,신진테크원,E3,MCP-A322-00-B,E3 DECO 광 버핑  ◈ (광택/TOOL MARK 제거) ◈ (Dark Gray),정상,외주가공,국내,KRW,5550,30.0,166500,1.0,166500,정산완료,5550.0,경유창고,O1202401110034,PA202401110019,DO202401110013,,㈜삼광,품질공용,20240111161918.0,수입검사등록확인
280.0,20240111.0,7362.0,주식회사 삼원테크(구미),SM-F936U,GH64-08861A-D,SM-F936U FRONT DECO MAIN 도장 ◈ (중부 듀얼 3COT) ◈ (BLACK),정상,외주가공,국내,KRW,4553,775.0,3528575,1.0,3528575,정산완료,4553.0,경유창고,O1202401110017,PA202401110006,DO202401110002,,㈜삼광,품질공용,20240111135729.0,수입검사등록확인
281.0,20240111.0,7531.0,진성텍,SM-F721U,GH64-08900A,SM-F721U FRONT DECO SUB NC  ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,4689,930.0,4360770,1.0,4360770,정산완료,4689.0,경유창고,O1202401110036,PA202401110024,DO202401110019,,㈜삼광,품질공용,20240111161925.0,수입검사등록확인
282.0,20240111.0,7546.0,주식회사 다우델타,SM-F721U,GH98-47965A,SM-F721U ASSY-FRONT DECO SUB_KOR ◈ (BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,3078,770.0,2370060,1.0,2370060,정산완료,3078.0,제품창고,O1202401110015,PA202401110009,DO202401110003,,㈜삼광,품질공용,20240111135725.0,수입검사등록확인
283.0,20240111.0,7546.0,주식회사 다우델타,SM-F721U,GH98-47965A,SM-F721U ASSY-FRONT DECO SUB_KOR ◈ (BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,4480,770.0,3449600,1.0,3449600,정산완료,4480.0,제품창고,O1202401110014,PA202401110009,DO202401110003,,㈜삼광,품질공용,20240111135725.0,수입검사등록확인
284.0,20240111.0,7546.0,주식회사 다우델타,SM-F721U,GH98-47965A,SM-F721U ASSY-FRONT DECO SUB_KOR ◈ (BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,2240,770.0,1724800,1.0,1724800,정산완료,2240.0,제품창고,O1202401110016,PA202401110008,DO202401100001,,㈜삼광,품질공용,20240111135725.0,수입검사등록확인
285.0,20240111.0,7546.0,주식회사 다우델타,SM-F721U,GH98-47965A,SM-F721U ASSY-FRONT DECO SUB_KOR ◈ (BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,2240,770.0,1724800,1.0,1724800,정산완료,2240.0,제품창고,O1202401110013,PA202401110008,DO202401100001,,㈜삼광,품질공용,20240111135725.0,수입검사등록확인
286.0,20240111.0,7601.0,준테크윈,E3,MCP-A322-00-AN,E3 DECO 아노다이징  ◈ (DARK GRAY) ◈ (Dark Gray),정상,외주가공,국내,KRW,157206,52.0,8174712,1.0,8174712,정산완료,157206.0,경유창고,O1202401110018,PA202401110007,DO202401110004,,㈜삼광,품질공용,20240111135731.0,수입검사등록확인
287.0,20240111.0,7601.0,준테크윈,E3,MCP-A322-00-AN,E3 DECO 아노다이징  ◈ (DARK GRAY) ◈ (Dark Gray),정상,외주가공,국내,KRW,6022,52.0,313144,1.0,313144,정산완료,6022.0,경유창고,O1202401110019,PA202401110007,DO202401100028,,㈜삼광,품질공용,20240111135731.0,수입검사등록확인
288.0,20240111.0,7608.0,코지텍아이엔씨 주식회사,DM3,MCP-A288-02,DM3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (GREEN),정상,외주가공,국내,KRW,40000,405.0,16200000,1.0,16200000,정산완료,40000.0,제품창고,O1202401110037,PA202401110018,DO202401100033,,㈜삼광,품질공용,20240111161928.0,수입검사등록확인
289.0,20240111.0,7608.0,코지텍아이엔씨 주식회사,E3,MCP-A322-02,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Yellow Gold),정상,외주가공,국내,KRW,60000,397.0,23820000,1.0,23820000,정산완료,60000.0,제품창고,O1202401110038,PA202401110018,DO202401100032,,㈜삼광,품질공용,20240111161928.0,수입검사등록확인
290.0,20240111.0,,Sub Total,,,,,,,,708998,0.0,167530489,0.0,167530489,미정산,0.0,,,,,,,,,
291.0,20240112.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,80640,15.0,1209600,1.0,1209600,정산완료,80640.0,경유창고,O1202401120001,PA202401120005,DO202401120005,삼광윈테크 직납,㈜삼광,품질공용,20240112100912.0,수입검사등록확인
292.0,20240112.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-02-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,20000,37.0,740000,1.0,740000,정산완료,20000.0,경유창고,O1202401120002,PA202401120006,DO202401120006,경진기업 직납,㈜삼광,품질공용,20240112100914.0,수입검사등록확인
293.0,20240112.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-03-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,10000,37.0,370000,1.0,370000,정산완료,10000.0,경유창고,O1202401120003,PA202401120008,DO202401120007,경진기업 직납,㈜삼광,품질공용,20240112100914.0,수입검사등록확인
294.0,20240112.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-02-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,20000,65.0,1300000,1.0,1300000,정산완료,20000.0,경유창고,O1202401120004,PA202401120007,DO202401120008,경진기업 직납,㈜삼광,품질공용,20240112100914.0,수입검사등록확인
295.0,20240112.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-03-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,10000,65.0,650000,1.0,650000,정산완료,10000.0,경유창고,O1202401120005,PA202401120009,DO202401120009,경진기업 직납,㈜삼광,품질공용,20240112100914.0,수입검사등록확인
296.0,20240112.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Dark Gray),정상,외주가공,국내,KRW,40000,397.0,15880000,1.0,15880000,정산완료,40000.0,제품창고,O1202401120012,PA202401120001,DO202401110023,,㈜삼광,품질공용,20240112113309.0,수입검사등록확인
