No.,입고일,거래처,거래처명,품목군,품목코드,품목정보,구분,입고구분,매입구분,화폐,입고량,단가,금액,환율,환산금액,정산구분,정산수량,입고창고,입고전표번호,접수번호,DO번호,비고,사업장,최종수정자,최종수정일시,등록프로그램
938.0,20240131.0,3226.0,준테크(전 유신테크),SM-F721U,GH64-08899A,SM-F721U FRONT DECO MAIN NC ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,3305,930.0,3073650,1.0,3073650,정산완료,3305.0,경유창고,O1202401310019,PA202401310010,DO202401310016,,㈜삼광,품질공용,20240131161724.0,수입검사등록확인
939.0,20240131.0,3226.0,준테크(전 유신테크),SM-F721U,GH64-08899A,SM-F721U FRONT DECO MAIN NC ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,4472,930.0,4158960,1.0,4158960,정산완료,4472.0,경유창고,O1202401310018,PA202401310010,DO202401310014,,㈜삼광,품질공용,20240131161724.0,수입검사등록확인
940.0,20240131.0,3247.0,태산테크 주식회사,Mars,PCB-B526-00,MARS REAR BODY 도장 ◈ (SF 4COAT) ◈ (BLACK),정상,외주가공,국내,KRW,2500,89.0,222500,1.0,222500,정산완료,2500.0,제품창고,O1202401310038,PA202401310030,DO202401310007,,㈜삼광,품질공용,20240131161745.0,수입검사등록확인
941.0,20240131.0,3247.0,태산테크 주식회사,Mars,PCB-B526-00,MARS REAR BODY 도장 ◈ (SF 4COAT) ◈ (BLACK),정상,외주가공,국내,KRW,2500,89.0,222500,1.0,222500,정산완료,2500.0,제품창고,O1202401310037,PA202401310030,DO202401310007,,㈜삼광,품질공용,20240131161744.0,수입검사등록확인
942.0,20240131.0,3247.0,태산테크 주식회사,Mars,PCB-B526-00,MARS REAR BODY 도장 ◈ (SF 4COAT) ◈ (BLACK),정상,외주가공,국내,KRW,2500,89.0,222500,1.0,222500,정산완료,2500.0,제품창고,O1202401310034,PA202401310030,DO202401310007,,㈜삼광,품질공용,20240131161744.0,수입검사등록확인
943.0,20240131.0,3247.0,태산테크 주식회사,Mars,PCB-B526-00,MARS REAR BODY 도장 ◈ (SF 4COAT) ◈ (BLACK),정상,외주가공,국내,KRW,2500,89.0,222500,1.0,222500,정산완료,2500.0,제품창고,O1202401310035,PA202401310030,DO202401310007,,㈜삼광,품질공용,20240131161744.0,수입검사등록확인
944.0,20240131.0,3247.0,태산테크 주식회사,Mars,PCB-B526-00,MARS REAR BODY 도장 ◈ (SF 4COAT) ◈ (BLACK),정상,외주가공,국내,KRW,5000,89.0,445000,1.0,445000,정산완료,5000.0,제품창고,O1202401310036,PA202401310030,DO202401310007,,㈜삼광,품질공용,20240131161744.0,수입검사등록확인
945.0,20240131.0,3247.0,태산테크 주식회사,Mars,PCB-B526-00,MARS REAR BODY 도장 ◈ (SF 4COAT) ◈ (BLACK),정상,외주가공,국내,KRW,5000,89.0,445000,1.0,445000,정산완료,5000.0,제품창고,O1202401310033,PA202401310030,DO202401310007,,㈜삼광,품질공용,20240131161744.0,수입검사등록확인
946.0,20240131.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,1000,733.0,733000,1.0,733000,정산완료,1000.0,제품창고,O1202401310040,PA202401310028,DO202401310034,,㈜삼광,품질공용,20240131161745.0,수입검사등록확인
947.0,20240131.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,2400,733.0,1759200,1.0,1759200,정산완료,2400.0,제품창고,O1202401310041,PA202401310027,DO202401310033,,㈜삼광,품질공용,20240131161745.0,수입검사등록확인
948.0,20240131.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,5000,733.0,3665000,1.0,3665000,정산완료,5000.0,제품창고,O1202401310042,PA202401310027,DO202401310033,,㈜삼광,품질공용,20240131161745.0,수입검사등록확인
949.0,20240131.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,1200,733.0,879600,1.0,879600,정산완료,1200.0,제품창고,O1202401310043,PA202401310026,DO202401310032,,㈜삼광,품질공용,20240131161745.0,수입검사등록확인
950.0,20240131.0,3247.0,태산테크 주식회사,Mars,PNO-A438-00,MARS KNOB 도장 ◈ (SF 4COAT) ◈ (Black),정상,외주가공,국내,KRW,15000,104.0,1560000,1.0,1560000,정산완료,15000.0,제품창고,O1202401310044,PA202401310029,DO202401310006,,㈜삼광,품질공용,20240131161745.0,수입검사등록확인
951.0,20240131.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCM-B462-00,TAB S6 LITE FRONT BODY 레이저 ◈ (삼성로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,7200,614.0,4420800,1.0,4420800,정산완료,7200.0,제품창고,O1202401310039,PA202401310031,DO202401310015,,㈜삼광,품질공용,20240131161745.0,수입검사등록확인
952.0,20240131.0,7273.0,신진테크원,E3,MCP-A322-00-B,E3 DECO 광 버핑  ◈ (광택/TOOL MARK 제거) ◈ (Dark Gray),정상,외주가공,국내,KRW,18526,30.0,555780,1.0,555780,정산완료,18526.0,경유창고,O1202401310064,PA202401310042,DO202401310047,,㈜삼광,김태완,20240131174251.0,수입검사등록확인
953.0,20240131.0,7273.0,신진테크원,E3,MCP-A322-00-B,E3 DECO 광 버핑  ◈ (광택/TOOL MARK 제거) ◈ (Dark Gray),정상,외주가공,국내,KRW,148830,30.0,4464900,1.0,4464900,정산완료,148830.0,경유창고,O1202401310053,PA202401310041,DO202401310046,,㈜삼광,김태완,20240131165418.0,수입검사등록확인
954.0,20240131.0,7360.0,디엔케이(D.N.K),SM-F721U,GH64-08899A-N,SM-F721U FRONT DECO MAIN NC ◈ (전면RCV HOLE 가공 3POINT) ◈ (BLACK),정상,외주가공,국내,KRW,5400,800.0,4320000,1.0,4320000,정산완료,5400.0,경유창고,O1202401310011,PA202401310008,DO202401310011,,㈜삼광,품질공용,20240131161633.0,수입검사등록확인
955.0,20240131.0,7360.0,디엔케이(D.N.K),SM-F721U,GH98-47726A,SM-F721U ASSY-5G ANT DECO ◈ (COMPOSITE GRAY) ◈ (COMPOSITE GRAY),정상,외주가공,국내,KRW,7937,250.0,1984250,1.0,1984250,정산완료,7937.0,제품창고,O1202401310012,PA202401310032,DO202401310035,,㈜삼광,품질공용,20240131161633.0,수입검사등록확인
956.0,20240131.0,7362.0,주식회사 삼원테크(구미),SM-F721U,GH64-08899A-D,SM-F721U FRONT DECO MAIN 도장 ◈ (듀얼 3코팅 / 중부페인트) ◈ (),정상,외주가공,국내,KRW,6001,620.0,3720620,1.0,3720620,정산완료,6001.0,경유창고,O1202401310016,PA202401310002,DO202401310002,,㈜삼광,품질공용,20240131161720.0,수입검사등록확인
957.0,20240131.0,7362.0,주식회사 삼원테크(구미),SM-F721U,GH64-08900A-D,SM-F721U FRONT DECO SUB 도장 ◈ (듀얼 3코팅 / 중부페인트) ◈ (),정상,외주가공,국내,KRW,7883,620.0,4887460,1.0,4887460,정산완료,7883.0,경유창고,O1202401310017,PA202401310004,DO202401310004,,㈜삼광,품질공용,20240131161720.0,수입검사등록확인
958.0,20240131.0,7362.0,주식회사 삼원테크(구미),SM-F936U,GH64-08861A-D,SM-F936U FRONT DECO MAIN 도장 ◈ (중부 듀얼 3COT) ◈ (BLACK),정상,외주가공,국내,KRW,3031,775.0,2349025,1.0,2349025,정산완료,3031.0,경유창고,O1202401310015,PA202401310003,DO202401310003,,㈜삼광,품질공용,20240131161720.0,수입검사등록확인
959.0,20240131.0,7394.0,엠케이다이아,SM-F731U,GH64-09152A,SM-F731U FRONT DECO SUB NC ◈ (DAMPER 가공 2POINT / 브릿지 가공) ◈ (BLACK),정상,외주가공,국내,KRW,15000,1100.0,16500000,1.0,16500000,정산완료,15000.0,경유창고,O1202401310065,PA202401310044,DO202401310048,,㈜삼광,허수희,20240131184659.0,수입검사등록확인
960.0,20240131.0,7531.0,진성텍,SM-F936U,GH64-08861A-N1,SM-F936U FRONT DECO MAIN NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,3049,1085.0,3308165,1.0,3308165,정산완료,3049.0,경유창고,O1202401310020,PA202401310017,DO202401310023,,㈜삼광,품질공용,20240131161728.0,수입검사등록확인
961.0,20240131.0,7531.0,진성텍,SM-F936U,GH64-08862A-N,SM-F936U FRONT DECO SUB NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,1175,880.0,1034000,1.0,1034000,정산완료,1175.0,경유창고,O1202401310021,PA202401310017,DO202401310025,,㈜삼광,품질공용,20240131161728.0,수입검사등록확인
962.0,20240131.0,7531.0,진성텍,SM-F936U,GH64-08862A-N,SM-F936U FRONT DECO SUB NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,1719,880.0,1512720,1.0,1512720,정산완료,1719.0,경유창고,O1202401310022,PA202401310017,DO202401310024,,㈜삼광,품질공용,20240131161728.0,수입검사등록확인
963.0,20240131.0,7546.0,주식회사 다우델타,SM-F721U,GH98-47965A,SM-F721U ASSY-FRONT DECO SUB_KOR ◈ (BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,36917,770.0,28426090,1.0,28426090,정산완료,36917.0,제품창고,O1202401310070,PA202401310047,DO202402010050,,㈜삼광,김태완,20240201133857.0,수입검사등록확인
964.0,20240131.0,7546.0,주식회사 다우델타,SM-F731U,GH98-48294A,SM-F731U ASSY FRONT DECO BTM ◈ (BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,107,820.0,87740,1.0,87740,정산완료,107.0,제품창고,O1202401310045,PA202401310020,DO202401310031,,㈜삼광,품질공용,20240131163625.0,수입검사등록확인
965.0,20240131.0,7546.0,주식회사 다우델타,SM-F731U,GH98-48294A,SM-F731U ASSY FRONT DECO BTM ◈ (BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,1000,820.0,820000,1.0,820000,정산완료,1000.0,제품창고,O1202401310014,PA202401310019,DO202401310030,,㈜삼광,품질공용,20240131161711.0,수입검사등록확인
966.0,20240131.0,7546.0,주식회사 다우델타,SM-F731U,GH98-48294A,SM-F731U ASSY FRONT DECO BTM ◈ (BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,1120,820.0,918400,1.0,918400,정산완료,1120.0,제품창고,O1202401310013,PA202401310018,DO202401310029,,㈜삼광,품질공용,20240131161701.0,수입검사등록확인
